the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.74336923986594 40.6968968227297),4,Queens,413,27,33,14,5,2604,703,Municipal Facilities,backless,07/11/2014,116-32 Springfield Boulevard,116-32 Springfield Boulevard,Springfield Boulevard,Linden Boulevard & 116th Road,Queens,413,Q27,Not Applicable,40.6968968227,-73.7433692399,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84462960424851 40.693597741971324),4,Queens,409,32,38,10,7,2856,1428,Municipal Facilities,backed,11/21/2014,88-07 102nd Street,88-07 102nd Street,102nd Street,88th Avenue and 89th Avenue,Queens,409,Not Applicable,Not Applicable,40.693606,-73.844631,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94263483639988 40.74718912721228),4,Queens,402,26,37,12,12,4109,568,General,backless,08/02/2018,25-29 44th Drive,25-29 44th Drive,44th Drive,Hunter Street & Jackson Avenue,Queens,402,Not Applicable,Long Island City,40.7471891272,-73.9426348364,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.80767562304652 40.587960760918456),4,Queens,414,32,23,15,5,4232,510,Bus Route,backless,02/05/2019,81-04 Rockaway Beach Blvd,81-04 Rockaway Beach Blvd,Rockaway Beach Blvd,Beach 84th street & Beach 81st street,Queens,414,Q53,Not Applicable,40.587969,-73.807677,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.89785358663445 40.69945474275486),4,Queens,405,34,38,12,7,2365,843,Senior Center,backed,02/05/2014,59-03 Summerfield Street,59-03 Summerfield Street,Summerfield Street,Myrtle Avenue & Forest Avenue,Queens,405,Not Applicable,Not Applicable,40.699463,-73.897855,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79031562143135 40.695303739289656),4,Queens,412,27,32,14,5,2598,844,Municipal Facilities,backed,07/10/2014,108-91 Guy R. Brewer Boulevard,108-91 Guy R. Brewer Boulevard,Guy R. Brewer Boulevard,108th Avenue and 109th Avenue,Queens,412,Not Applicable,Not Applicable,40.695312,-73.790317,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91326658121717 40.706109741381105),4,Queens,405,34,37,12,7,2458,51,Health Care Facilities,backless,05/07/2014,461 Seneca Avenue,461 Seneca Avenue,Seneca Avenue,Harman Street and Himrod Street,Queens,405,B38,Not Applicable,40.706118,-73.913268,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82067961249439 40.69146374171548),4,Queens,409,28,24,10,5,3246,1947,Municipal Facilities,backed,05/19/2016,125-19 101st Avenue,125-19 101st Avenue,101st Avenue,126th Street & 125th Street,Queens,409,Not Applicable,Not Applicable,40.691472,-73.820681,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75655462954299 40.7487687279352),4,Queens,411,23,25,16,6,3348,621,Municipal Facilities,backed,07/11/2016,61-58 Springfield Boulevard,220-1 64th Avenue,64th Avenue,Springfield Boulevard & 220th Street,Queens,411,Not Applicable,Not Applicable,40.748777,-73.756556,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78904962807083 40.59289375929129),4,Queens,414,31,31,10,5,4235,4657,Bus Route,backed,02/05/2019,219 Beach 59th St,219 Beach 59th St,Arverne Blvd,Beach 59th Street & Beach 62nd Street,Queens,414,Q53,Not Applicable,40.592902,-73.789051,AE,,1
POINT (-73.86317378439352 40.6793895819968),4,Queens,409,32,23,12,8,2375,2326,Plaza,backless,01/07/2014,7402 101st Avenue,7402 101st Avenue,Drew Street & 101st Street,Drew Street & 101st Street,Queens,409,Not Applicable,Not Applicable,40.679389582,-73.8631737844,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.82788860531991 40.765157726720254),4,Queens,407,20,40,16,6,3806,198,Senior Safety,backed 2,06/21/2017,35-01 Union Street,138-99 Northern Blvd,Northern Blvd,Northern Blvd & 35th Avenue,Queens,407,Not Applicable,Not Applicable,40.765166,-73.82789,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78029462027489 40.77174672443662),4,Queens,411,19,26,11,6,2981,1659,Municipal Facilities,backless,01/30/2015,32-24 Corporal Kennedy Street,32-24 Corporal Kennedy Street,Corporal Kennedy Street,32nd Avenue and 33rd Avenue,Queens,411,Q28,Not Applicable,40.771755,-73.780296,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83210860789174 40.70101374023239),4,Queens,409,29,27,10,5,2295,1101,General,backed,12/09/2013,118-14 Hillside Avenue,118-14 Hillside Avenue,Hillside Avenue,Lefferts Blvd & Babbage Street,Queens,409,Not Applicable,Not Applicable,40.701022,-73.83211,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95487956668302 40.74139773598106),4,Queens,402,26,37,12,12,4004,500,Municipal Facilities,backless 2,02/13/2018,5-49 Borden Avenue,51-98 Vernon Blvd,Vernon Blvd,Borden Avenue & 51st Street,Queens,402,Q103,Not Applicable,40.741406,-73.954881,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.9240645759031 40.74482873474503),4,Queens,402,26,37,12,14,1080,210,BID,backed,09/11/2012,43-42 40th Street,43-42 40th Street,40th Street,Queens Boulevard and 43rd Avenue,Queens,402,Not Applicable,Sunnyside Shines,40.744837,-73.924066,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91051757847416 40.77598872776326),4,Queens,401,22,36,13,14,3517,2441,General,backed,10/17/2016,31-04 Ditmars Blvd,22-01 31st Street,31st Street,Ditmars Blvd & 23rd Avenue,Queens,401,Not Applicable,Not Applicable,40.775997,-73.910519,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79623262562669 40.59066175986877),4,Queens,414,31,31,15,5,4234,0,Bus Route,backed,01/31/2019,6720 Rockaway Beach Blvd,6720 Rockaway Beach Blvd,Rockaway Beach Blvd,Beach 67th St & Beach 69th St,Queens,414,Q53,Not Applicable,40.59067,-73.796234,AE,,1
POINT (-73.92497457604526 40.74387773472701),4,Queens,402,26,37,12,14,2512,1503,BID,backed,07/25/2014,39-32 Queens Boulevard,39-32 Queens Boulevard,Queens Boulevard,39th Place & 40th Street,Queens,402,Not Applicable,Sunnyside Shines,40.743886,-73.924976,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88456358892604 40.743725733227194),4,Queens,404,25,39,16,6,3009,1710,General,backed,01/29/2015,80-19 Broadway,80-19 Broadway,Broadway,Pettit Avenue and Britton Avenue,Queens,404,Not Applicable,Not Applicable,40.743734,-73.884565,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87574659360965 40.70314074096412),4,Queens,405,30,38,15,6,2529,81,Municipal Facilities,backed 2,06/17/2014,78-60 73rd Place,78-60 73rd Place,73rd Place,78th Avenue & Myrtle Avenue,Queens,405,Not Applicable,Not Applicable,40.703149,-73.875748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76925062930641 40.67281174317762),4,Queens,412,31,32,10,5,2844,360,Municipal Facilities,backed,12/11/2014,171-05 137th Avenue,171-05 137th Avenue,137th Avenue,171st Street and 172nd Street,Queens,412,Not Applicable,Not Applicable,40.67282,-73.769252,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86319359631113 40.72876873582981),4,Queens,406,29,28,16,6,1792,1103,General,backed,02/10/2014,94-05 63rd Drive,94-05 63rd Drive,63rd Drive,Booth Street & Saunders Street,Queens,406,Not Applicable,Not Applicable,40.728777,-73.863195,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.76246863176807 40.68013974117297),4,Queens,412,27,29,14,5,3618,78,General,backed 2,05/13/2017,130-35 Merrick Blvd,130-35 Merrick Blvd,Farmers Blvd,Farmers Blvd & Sideway Place,Queens,412,Not Applicable,Not Applicable,40.680148,-73.76247,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88237258828559 40.75585773121188),4,Queens,403,25,34,13,14,2004,929,General,backless,09/27/2013,85-10 Northern Boulevard,85-10 Northern Boulevard,Northern Boulevard,85th & 86th Street,Queens,403,Q66,Not Applicable,40.755866,-73.882374,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93953557038706 40.75701973279574),4,Queens,401,26,37,12,12,2541,504,Municipal Facilities,backed 2,02/09/2018,38-44 21st Street,38-44 21st Street,21st Street,37th Avenue and 38th Avenue,Queens,401,Not Applicable,Not Applicable,40.757028,-73.939537,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.81373360901344 40.788671721663945),4,Queens,407,19,26,11,3,2183,1152,General,backed,12/09/2013,14-01 150th Street,14-01 150th Street,150th Street,14th Avenue & Cross Island Parkway,Queens,407,Not Applicable,Not Applicable,40.78868,-73.813735,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92016957530842 40.76671072975652),4,Queens,401,22,36,12,12,2304,1356,General,backed,12/12/2013,32-11 Newtown Avenue,32-11 Newtown Avenue,Newtown Avenue,32nd Street & 33rd Street,Queens,401,Not Applicable,Not Applicable,40.766719,-73.920171,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90256458238304 40.74567773326606),4,Queens,402,26,34,12,14,4214,460,Bus Route,backed 2,01/24/2019,61-24 Roosevelt Avenue,61-24 Roosevelt Avenue,Roosevelt Avenue,61st Street & 62nd Street,Queens,402,Q52,Not Applicable,40.745686,-73.902566,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86430759613137 40.734374734324945),4,Queens,404,21,35,16,14,2608,1393,General,backed,08/04/2014,96-05 Horace Harding Expressway,96-05 Horace Harding Expressway,Horace Harding Expresssway,Junction Boulevard & 99th Street,Queens,404,Not Applicable,Not Applicable,40.734383,-73.864309,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83274460951074 40.661415747737294),4,Queens,410,32,23,15,8,3262,1805,Municipal Facilities,backless,05/19/2016,158-20 101st Street,158-20 101st Street,101st Street,158th Avenue & 159th Avenue,Queens,410,Q11,Not Applicable,40.661424,-73.832746,AE,,1
POINT (-73.85382359871836 40.732280734608366),4,Queens,406,29,27,16,6,3210,1768,General,backed,05/05/2016,63-55 102nd Street,63-55 102nd Street,64th Avenue,102nd Street & 103rd Street,Queens,406,Not Applicable,Not Applicable,40.732289,-73.853825,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backless,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89058858576854 40.74908673218888),4,Queens,403,25,39,13,14,4107,592,General,backed 2,02/07/2019,75-15 37th Avenue,75-15 37th Avenue,37th Avenue,75th Street & 76th Street,Queens,403,Not Applicable,Not Applicable,40.749095,-73.89059,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1849,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.84710960469675 40.681274744451734),4,Queens,410,32,23,15,8,2600,850,Municipal Facilities,backed,07/10/2014,92-24 Rockaway Boulevard,92-24 Rockaway Boulevard,Rockaway Boulevard,92nd Street and 93rd Street,Queens,410,Not Applicable,Not Applicable,40.681283,-73.847111,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83831260669028 40.6797917438129),4,Queens,410,32,38,10,5,2954,1216,Municipal Facilities,backless,12/22/2014,101-21 Rockaway Boulevard,101-21 Rockaway Boulevard,Rockaway Boulevard,101st Street & 102nd Street,Queens,410,Q7,Not Applicable,40.6798,-73.838314,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75598862972154 40.75232472696045),4,Queens,411,23,26,16,6,2978,1640,Municipal Facilities,backless,01/28/2015,5700 223rd Street,5700 223rd Street,Springfield Boulevard,58th Avenue and 56th Avenue,Queens,411,Q27,Not Applicable,40.752333,-73.75599,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88369458902135 40.74329173372283),4,Queens,404,25,39,16,6,3010,1729,General,backed,02/02/2015,81-04 Broadway,81-04 Broadway,Broadway,81st Street and 82nd Street,Queens,404,Not Applicable,Not Applicable,40.7433,-73.883696,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78246862520297 40.68335774135726),4,Queens,412,27,32,10,5,2074,710,Community Health Centers,backed,08/05/2013,118-11 Guy R. Brewer Boulevard,118-11 Guy R. Brewer Boulevard,Guy R. Brewer Boulevard,Foch Boulevard and 119th Avenue,Queens,412,Not Applicable,Not Applicable,40.683366,-73.78247,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91152057766824 40.776713728160104),4,Queens,401,22,36,13,14,3515,2458,General,backed,12/03/2016,29-25 Ditmars Blvd,29-25 Ditmars Blvd,Ditmars Blvd,31st Street & 29th Street,Queens,401,Not Applicable,Not Applicable,40.776722,-73.911522,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78342162271367 40.71061573623008),4,Queens,412,27,29,14,5,2801,1437,Municipal Facilities,backed,11/20/2014,179-01 90th Avenue,179-01 90th Avenue,179th Street,90th Avenue & Hillside Avenue,Queens,412,Not Applicable,Not Applicable,40.710624,-73.783423,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,940,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.81403161329932 40.702522738720205),4,Queens,412,24,24,14,5,3628,75,General,backed 2,03/25/2017,138-42 Jamaica Avenue,138-42 Jamaica Avenue,Jamaica Avenue,Queens Blvd & 139th Street,Queens,412,Q24,Not Applicable,40.702531,-73.814033,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94134157013612 40.750819734167194),4,Queens,402,26,37,12,12,1875,798,General,backed 2,09/24/2013,24-02 Queens Plaza South,24-02 Queens Plaza South,24th Street,24th Street & Crescent Street,Queens,402,Not Applicable,Long Island City,40.750828,-73.941343,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.7887756225149 40.69315773986434),4,Queens,412,28,32,10,5,3519,2335,General,backed,12/09/2016,110-04 Guy R Brewer Blvd,110-04 Guy R Brewer Blvd,Guy R Brewer Blvd,Brinkenhoff Avenue & 110th Road,Queens,412,Q111,Not Applicable,40.693166,-73.788777,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1674,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.82097061296476 40.67026274577826),4,Queens,410,32,31,15,5,588,149,Bus Route,backless,06/29/2012,135-08 Lefferts Boulevard,,Lefferts Boulevard,135th and 149th Avenues,Queens,410,Q10,Not Applicable,40.670271,-73.820972,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8645805954646 40.73700173378069),4,Queens,404,21,35,13,14,2976,598,Municipal Facilities,backless,11/24/2014,96-15 57th Avenue,96-17 57th Avenue,57th Avenue,96th Street & 97th Street,Queens,404,Q38,Not Applicable,40.73701,-73.864582,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90949457845012 40.77709672795894),4,Queens,401,22,36,13,14,1024,276,Senior Center,backed,04/19/2013,21-45 31st Street,21-45 31st Street,31st Street,21st Avenue & Ditmars,Queens,401,Not Applicable,Not Applicable,40.777105,-73.909496,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78791662250556 40.69925473870805),4,Queens,412,27,32,14,5,3615,63,Senior Center,backed 2,05/13/2017,107-36 Merrick Blvd,107-36 Merrick Blvd,Merrick Blvd,107th Avenue & Hendrickson Place,Queens,412,Not Applicable,Not Applicable,40.699263,-73.787918,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.84733360128226 40.72211173592063),4,Queens,406,29,28,16,6,1174,357,Senior Center,backed,12/12/2012,106-06 Queens Boulevard,106-06 Queens Boulevard,69th Road,Austin Street and Queens Boulevard,Queens,406,Not Applicable,Not Applicable,40.72212,-73.847335,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8699045933403 40.73599173454273),4,Queens,404,25,35,16,6,3965,443,Bus Route,backless 2,02/14/2018,56-50 92nd Street,56-50 92nd Street,92nd Street,56th Avenue & 57th Avenue,Queens,404,Q29,Not Applicable,40.736,-73.869906,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.77316662280319 40.76779672508475),4,Queens,411,19,26,11,6,1504,355,BID,backed,01/25/2013,36-01 Bell Blvd,36-01 Bell Blvd,Bell Blvd,36th and 38th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.767805,-73.773168,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82167960800082 40.75297272889758),4,Queens,407,20,40,16,6,3814,476,Senior Safety,backed 2,06/28/2017,44-39 Kissena Blvd,44-39 Kissena Blvd,Kissena Blvd,Cherry Avenue & 45th Avenue,Queens,407,Not Applicable,Not Applicable,40.752981,-73.821681,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88308358841878 40.74987573186412),4,Queens,403,25,39,13,14,2169,890,General,backed,09/24/2013,83-25 37th Avenue,83-25 37th Avenue,37th Avenue,83rd and 84th Streets,Queens,403,Not Applicable,Not Applicable,40.749884,-73.883085,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84353660300366 40.71995173641992),4,Queens,406,29,28,16,6,1897,529,General,backed,04/26/2013,107-06 71st Road,107-06 71st Road,71st Road,Austin Street & Queens Blvd,Queens,406,Not Applicable,Not Applicable,40.71996,-73.843538,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88079958943884 40.741668733381765),4,Queens,404,25,39,16,6,3062,1973,General,backless,05/25/2016,82-66 Broadway,82-66 Broadway,Broadway,45th Avenue and Whitney Avenue,Queens,404,Q53,Not Applicable,40.741677,-73.880801,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91896457714854 40.74495773387572),4,Queens,402,26,37,12,14,3868,1871,Senior Safety,backed,,45-26 43rd Avenue,45-26 43rd Avenue,43rd Avenue,46th Street & 45th Street,Queens,402,Not Applicable,Not Applicable,40.744966,-73.918966,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83334760619695 40.715976736651186),4,Queens,406,29,27,14,6,3797,594,General,backed 2,06/28/2017,116-15 Queens Blvd,116-15 Queens Blvd,Queens Blvd,77th Avenue & 78th Avenue,Queens,406,Not Applicable,Not Applicable,40.715985,-73.833349,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82032960820027 40.75175672981016),4,Queens,407,20,25,16,6,933,204,Senior Center,backed,09/12/2012,45-25 Kissena Boulevard,45-25 Kissena Boulevard,Kissena Boulevard,45th Avenue and Geranium Avenue,Queens,407,Not Applicable,Not Applicable,40.751765,-73.820331,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8805135893791 40.75605373116828),4,Queens,403,25,34,13,14,3813,1694,Senior Safety,backless,06/21/2017,87-10 Northern Boulevard,87-10 Northern Boulevard,Northern Boulevard,87th Street & 88th Street,Queens,403,Not Applicable,Not Applicable,40.756062,-73.880515,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84477059900412 40.78617072359389),4,Queens,407,19,27,11,14,1434,290,General,backed,04/19/2013,13-28 123rd Street,13-28 123rd Street,123rd Street,13th & 14th Avenue,Queens,407,Not Applicable,Not Applicable,40.786179,-73.844772,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73517464090621 40.65971974432524),4,Queens,413,31,29,10,5,3325,615,Municipal Facilities,backed,07/08/2016,251-11 Weller Avenue,251-11 Weller Avenue,Weller Avenue,Caney Lane & 253rd Street,Queens,413,Not Applicable,Not Applicable,40.659728,-73.735176,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.82775360533887 40.757510728669374),4,Queens,407,20,40,16,6,3810,90,Senior Safety,backless 2,08/17/2017,41-61 Kissena Blvd,41-61 Kissena Blvd,Kissena Blvd,Barclay Avenue & Sanford Avenue,Queens,407,Q65,Downtown Flushing Transit Hub,40.757519,-73.827755,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8979405864088 40.6991357421409),4,Queens,405,34,38,12,7,2922,1120,Municipal Facilities,backless,11/19/2014,74-02 Forest Avenue,74-02 Forest Avenue,Forest Avenue,Summerfield Street & Decatur Street,Queens,405,Q39,Not Applicable,40.699144,-73.897942,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85041360319896 40.69041374297431),4,Queens,409,32,38,15,7,3945,350,Bus Route,backed 2,11/13/2017,89-44 Woodhaven Blvd,89-44 Woodhaven Blvd,Woodhaven Blvd,91st Avenue and 89th Avenue,Queens,0,Q52,Not Applicable,40.690422,-73.850415,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90808758167475 40.74193573426723),4,Queens,402,26,30,12,14,3544,752,General,backless,09/07/2016,57-17 Queens Boulevard,57-17 Queens Boulevard,Queens Boulevard,57th Street & 58th Street,Queens,402,Not Applicable,Not Applicable,40.741944,-73.908089,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84192776319728 40.66406843906251),4,Queens,410,32,23,15,8,4080,591,General,backed 2,08/02/2018,92-06 156th Avenue,92-06 156th Avenue,156th Avenue,92nd Street & Cross Bay Boulevard,Queens,0,Not Applicable,Not Applicable,40.6640684391,-73.8419277632,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.7172646429186 40.735394729024875),4,Queens,413,23,33,11,3,2607,1348,Municipal Facilities,backed,07/11/2014,250-06 Hillside Avenue,250-06 Hillside Avenue,Hillside Avenue,250th Street and 251st Street,Queens,413,Not Applicable,Not Applicable,40.735403,-73.717266,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82700760597942 40.7527037298076),4,Queens,407,20,25,16,6,501,132,Bus Route,backless,06/20/2012,42-95 Main Street,,Main Street,Cherry and Blossom Avenues,Queens,407,Q44,Not Applicable,40.752712,-73.827009,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88749158721522 40.74499173284783),4,Queens,404,25,39,16,6,4217,799,Bus Route,backed 2,01/24/2019,7800 Broadway,7800 Broadway,Broadway,77th Street & Baxter Avenue,Queens,404,Q52,Not Applicable,40.745,-73.887493,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79458361793166 40.73342273237732),4,Queens,408,24,25,11,6,3345,183,Municipal Facilities,backed,07/11/2016,68-05 Fresh Meadow Lane,68-05 Fresh Meadow Lane,Fresh Meadow Lane,68th Avenue & 69th Avenue,Queens,408,Not Applicable,Not Applicable,40.733431,-73.794585,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82252060779685 40.76255572720438),4,Queens,407,20,40,16,6,3809,200,Senior Safety,backed 2,06/21/2017,38-30 Parsons Blvd,143-99 Roosevelt Avenue,Roosevelt Avenue,Roosevelt Avenue & 38th Avenue,Queens,407,Not Applicable,Not Applicable,40.762564,-73.822522,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83760261290949 40.58051976405845),4,Queens,414,32,23,15,5,1954,1075,BID,backless,12/01/2014,222 Beach 116th Street,222 Beach 116th Street,Beach 116th Street,Rockaway Beach Blvd & Newport Avenue,Queens,414,Q53,Beach 116th Street Partnership,40.580528,-73.837604,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.88522992824944 40.75558084695663),4,Queens,403,25,34,13,14,1979,963,General,backed,09/26/2013,82-01 Northern Boulevard,82-01 Northern Boulevard,Northern Boulevard,82nd & 83rd Street,Queens,403,Not Applicable,Not Applicable,40.755580847,-73.8852299282,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91850157781292 40.74313473484766),4,Queens,402,26,37,12,14,1077,200,BID,backed,09/11/2012,46-09 Queens Blvd,46-09 Queens Blvd,Queens Blvd,46th Street and Carolyn Avenue,Queens,402,Not Applicable,Sunnyside Shines,40.743143,-73.918503,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,384,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9187465754368 40.77022272955756),4,Queens,401,22,36,12,12,2821,1220,General,backless,11/06/2014,30-18 Astoria Boulevard,30-18 Astoria Boulevard,Astoria Boulevard,30th Street & 31st Street,Queens,401,Q19,Not Applicable,40.770231,-73.918748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88553158735625 40.75131073196653),4,Queens,403,25,39,13,14,1828,640,General,backed,06/18/2013,35-51 81st Street,35-51 81st Street,81st Street,35th & 37th Avenue,Queens,403,Q32,Not Applicable,40.751319,-73.885533,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88360258790776 40.75633973104124),4,Queens,403,25,34,13,14,2257,1102,General,backed,12/05/2013,32-67 84th Street,32-67 84th Street,84th Street,Northern Boulevard & 32nd Avenue,Queens,403,Not Applicable,Not Applicable,40.756348,-73.883604,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93953557038706 40.75701973279574),4,Queens,401,26,37,12,12,2541,0,Municipal Facilities,,02/09/2018,38-44 21st Street,38-44 21st Street,21st Street,37th Avenue and 38th Avenue,Queens,401,Not Applicable,Not Applicable,40.757028,-73.939537,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.85043260048275 40.72221673624049),4,Queens,406,29,28,16,6,2820,1614,General,backed,11/19/2014,6860 Austin Street,6860 Austin Street,Austin Street,69th Road & Yellowstone Boulevard,Queens,406,Not Applicable,Not Applicable,40.722225,-73.850434,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89174758563873 40.74852273224628),4,Queens,403,25,34,13,14,3521,2101,General,backed,12/10/2016,37-07 74th Street,37-07 74th Street,74th Street,74th Street & 73rd Street,Queens,403,Not Applicable,Not Applicable,40.748531,-73.891749,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92037357737338 40.74335273424922),4,Queens,402,26,37,12,14,1083,195,BID,backed,09/11/2012,44-07 Queens Blvd,44-07 Queens Blvd,Queens Blvd,Locust and 45th Streets,Queens,402,Not Applicable,Sunnyside Shines,40.743361,-73.920375,X,AREA OF MINIMAL FLOOD HAZARD,
